nameWithOwner,url,createdAt,stargazers,releases,loc,cbo,dit,lcom
dlew/joda-time-android,https://github.com/dlew/joda-time-android,2014-01-08T19:11:09Z,2612,40,1814,2.0,2.0,2.0
sergejsha/pinned-section-listview,https://github.com/sergejsha/pinned-section-listview,2013-05-12T13:22:19Z,2611,5,698,2.5,5.0,1.0
igniterealtime/Openfire,https://github.com/igniterealtime/Openfire,2014-04-07T09:12:33Z,2604,86,109120,4.0,12.0,2.0
liangfeidotme/MasteringAndroidDataBinding,https://github.com/liangfeidotme/MasteringAndroidDataBinding,2015-06-02T16:36:09Z,2599,0,415,4.0,3.0,0.0
mihaip/dex-method-counts,https://github.com/mihaip/dex-method-counts,2014-05-04T07:22:05Z,2595,0,1079,1.0,4.0,0.0
spring-projects/spring-data-jpa,https://github.com/spring-projects/spring-data-jpa,2010-11-11T21:36:56Z,2593,78,29421,5.0,10.0,0.0
esoxjem/MovieGuide,https://github.com/esoxjem/MovieGuide,2015-12-06T08:40:06Z,2592,0,1733,4.0,2.0,1.0
bm-x/PhotoView,https://github.com/bm-x/PhotoView,2015-08-11T04:02:56Z,2590,0,1893,2.0,2.0,0.0
VerbalExpressions/JavaVerbalExpressions,https://github.com/VerbalExpressions/JavaVerbalExpressions,2013-07-25T16:15:26Z,2589,9,1213,4.0,2.0,3.5
cyrilmottier/GreenDroid,https://github.com/cyrilmottier/GreenDroid,2010-05-08T20:31:52Z,2588,0,5453,5.0,6.0,1.5
mybatis/spring,https://github.com/mybatis/spring,2013-02-17T07:01:55Z,2585,29,4763,3.0,5.0,0.0
voldemort/voldemort,https://github.com/voldemort/voldemort,2009-05-31T03:27:10Z,2585,10,204141,7.0,91.0,1.0
LuckyJayce/ViewPagerIndicator,https://github.com/LuckyJayce/ViewPagerIndicator,2014-10-11T15:28:43Z,2584,16,4573,3.5,6.0,0.5
medcl/elasticsearch-analysis-pinyin,https://github.com/medcl/elasticsearch-analysis-pinyin,2012-05-22T10:45:42Z,2582,185,2003,4.0,4.0,0.0
prontera/spring-cloud-rest-tcc,https://github.com/prontera/spring-cloud-rest-tcc,2015-12-04T06:20:38Z,2580,0,2042,6.0,5.0,0.0
FudanNLP/fnlp,https://github.com/FudanNLP/fnlp,2014-03-12T01:47:00Z,2580,3,29086,3.0,6.0,1.0
andpor/react-native-sqlite-storage,https://github.com/andpor/react-native-sqlite-storage,2015-10-30T08:42:28Z,2578,30,2525,3.5,3.0,0.0
facebookarchive/device-year-class,https://github.com/facebookarchive/device-year-class,2015-03-06T20:06:07Z,2577,2,416,3.0,3.0,0.0
square/keywhiz,https://github.com/square/keywhiz,2015-03-25T13:31:39Z,2577,3,22381,6.0,22.0,0.0
00-Evan/shattered-pixel-dungeon,https://github.com/00-Evan/shattered-pixel-dungeon,2014-07-31T21:56:31Z,2576,43,125051,4.0,79.0,1.0
google/truth,https://github.com/google/truth,2011-06-22T18:55:12Z,2573,26,28802,4.0,16.0,0.0
mxn21/FlowingDrawer,https://github.com/mxn21/FlowingDrawer,2015-08-14T12:29:05Z,2567,0,1726,2.0,3.0,0.0
pushtorefresh/storio,https://github.com/pushtorefresh/storio,2014-08-30T23:23:41Z,2566,30,30126,5.0,8.0,0.0
tdebatty/java-string-similarity,https://github.com/tdebatty/java-string-similarity,2014-04-17T12:10:57Z,2557,26,1374,3.0,2.0,0.0
AsamK/signal-cli,https://github.com/AsamK/signal-cli,2015-05-11T10:49:42Z,2557,69,22321,4.0,11.0,0.0
fossasia/phimpme-android,https://github.com/fossasia/phimpme-android,2012-09-07T07:14:54Z,2556,8,66041,3.0,23.0,0.0
OpenHFT/Chronicle-Map,https://github.com/OpenHFT/Chronicle-Map,2014-07-18T15:33:57Z,2556,88,51200,4.0,17.0,1.0
prometheus/jmx_exporter,https://github.com/prometheus/jmx_exporter,2014-02-25T10:55:39Z,2554,22,2072,2.0,2.0,0.0
cucumber/cucumber-jvm,https://github.com/cucumber/cucumber-jvm,2011-06-27T19:49:46Z,2549,9,36365,3.0,10.0,0.0
katzer/cordova-plugin-local-notifications,https://github.com/katzer/cordova-plugin-local-notifications,2013-08-10T11:25:59Z,2544,0,2109,7.0,3.0,1.0
osmdroid/osmdroid,https://github.com/osmdroid/osmdroid,2014-03-06T19:03:48Z,2536,27,47643,3.0,7.0,1.0
mongodb/mongo-java-driver,https://github.com/mongodb/mongo-java-driver,2009-01-15T15:16:29Z,2536,130,130938,5.0,13.0,1.0
apache/nutch,https://github.com/apache/nutch,2009-05-21T01:17:48Z,2536,0,52327,5.0,11.0,1.0
soot-oss/soot,https://github.com/soot-oss/soot,2012-06-20T12:41:19Z,2527,1,437890,4.0,11.0,1.0
federicoiosue/Omni-Notes,https://github.com/federicoiosue/Omni-Notes,2013-12-11T21:59:18Z,2524,39,13552,4.0,4.0,1.0
vdurmont/emoji-java,https://github.com/vdurmont/emoji-java,2014-09-21T16:58:57Z,2517,19,1311,2.0,1.0,1.0
pwittchen/ReactiveNetwork,https://github.com/pwittchen/ReactiveNetwork,2015-08-10T16:06:58Z,2516,47,1945,4.0,2.0,0.0
SufficientlySecure/html-textview,https://github.com/SufficientlySecure/html-textview,2013-09-02T16:19:18Z,2514,0,1331,3.0,4.0,0.0
iPaulPro/Android-ItemTouchHelper-Demo,https://github.com/iPaulPro/Android-ItemTouchHelper-Demo,2015-06-14T22:08:17Z,2512,3,246,5.0,2.0,1.0
AigeStudio/WheelPicker,https://github.com/AigeStudio/WheelPicker,2015-12-01T11:57:33Z,2508,0,1440,2.0,3.0,6.0
javaee-samples/javaee7-samples,https://github.com/javaee-samples/javaee7-samples,2013-08-27T18:47:51Z,2507,0,18378,4.0,4.0,0.0
romainguy/ViewServer,https://github.com/romainguy/ViewServer,2011-07-07T20:48:14Z,2504,0,924,4.5,3.0,12.0
Cleveroad/SlidingTutorial-Android,https://github.com/Cleveroad/SlidingTutorial-Android,2015-10-09T14:10:21Z,2500,0,2413,5.0,6.0,1.0
docker-java/docker-java,https://github.com/docker-java/docker-java,2014-06-02T18:47:31Z,2500,46,29106,5.0,6.0,1.0
thymeleaf/thymeleaf,https://github.com/thymeleaf/thymeleaf,2012-05-20T15:11:32Z,2491,4,86470,4.0,22.0,1.0
real-logic/agrona,https://github.com/real-logic/agrona,2014-11-03T20:14:21Z,2489,75,30844,3.0,9.0,0.0
litao0621/NiftyDialogEffects,https://github.com/litao0621/NiftyDialogEffects,2014-07-31T08:31:54Z,2489,3,438,2.0,2.0,0.0
nico2sh/materialish-progress,https://github.com/nico2sh/materialish-progress,2014-11-15T14:32:25Z,2489,0,826,2.0,3.0,0.0
nutzam/nutz,https://github.com/nutzam/nutz,2011-06-10T01:25:43Z,2485,23,86219,2.0,5.0,0.0
balysv/material-menu,https://github.com/balysv/material-menu,2014-07-10T10:22:20Z,2484,20,1065,2.0,3.0,1.0
2dxgujun/AndroidTagGroup,https://github.com/2dxgujun/AndroidTagGroup,2015-02-10T07:42:57Z,2481,5,1248,3.0,5.0,0.0
JakeWharton/Telecine,https://github.com/JakeWharton/Telecine,2014-10-22T09:39:53Z,2478,17,1457,2.0,2.0,0.0
johannilsson/android-pulltorefresh,https://github.com/johannilsson/android-pulltorefresh,2011-01-09T11:12:41Z,2477,0,301,2.5,3.0,0.0
JakeWharton/RxRelay,https://github.com/JakeWharton/RxRelay,2015-12-29T05:33:22Z,2468,0,2913,1.0,10.0,0.0
Neamar/KISS,https://github.com/Neamar/KISS,2012-10-02T16:03:43Z,2462,97,13496,4.0,4.0,1.0
igreenwood/SimpleCropView,https://github.com/igreenwood/SimpleCropView,2015-07-21T03:15:29Z,2458,16,4014,2.0,3.0,0.0
liyiorg/weixin-popular,https://github.com/liyiorg/weixin-popular,2014-04-22T07:22:27Z,2458,47,23406,1.0,5.0,2.0
daimajia/AnimationEasingFunctions,https://github.com/daimajia/AnimationEasingFunctions,2014-06-29T07:02:38Z,2457,1,500,1.0,2.0,1.0
ozodrukh/CircularReveal,https://github.com/ozodrukh/CircularReveal,2014-11-18T11:59:59Z,2449,17,1814,2.0,3.0,1.0
saulmm/Material-Movies,https://github.com/saulmm/Material-Movies,2015-01-31T09:52:23Z,2438,0,1998,2.0,2.0,1.0
torakiki/pdfsam,https://github.com/torakiki/pdfsam,2013-09-24T11:06:13Z,2434,52,18577,5.0,18.0,0.0
xtuhcy/gecco,https://github.com/xtuhcy/gecco,2015-12-12T12:41:00Z,2429,19,4730,4.0,4.0,1.0
apache/commons-lang,https://github.com/apache/commons-lang,2009-05-21T01:24:46Z,2428,0,85241,2.0,12.0,0.0
apache/avro,https://github.com/apache/avro,2009-05-21T02:48:37Z,2425,19,94613,5.0,127.0,1.0
konifar/android-material-design-icon-generator-plugin,https://github.com/konifar/android-material-design-icon-generator-plugin,2014-12-30T17:01:03Z,2421,4,1083,1.0,5.0,0.0
Swagger2Markup/swagger2markup,https://github.com/Swagger2Markup/swagger2markup,2015-02-11T11:09:32Z,2421,9,12306,4.0,5.0,0.0
path/android-priority-jobqueue,https://github.com/path/android-priority-jobqueue,2013-04-09T08:43:00Z,2420,0,5076,3.0,14.0,0.0
square/tape,https://github.com/square/tape,2012-09-10T06:18:49Z,2418,0,1786,3.5,4.0,0.5
Comcast/FreeFlow,https://github.com/Comcast/FreeFlow,2013-10-08T18:13:33Z,2418,1,3855,3.0,3.0,0.0
internetarchive/heritrix3,https://github.com/internetarchive/heritrix3,2011-10-21T22:00:17Z,2418,13,47575,3.0,11.0,1.0
Kong/unirest-java,https://github.com/Kong/unirest-java,2011-04-11T21:19:53Z,2413,33,13754,4.0,7.0,1.0
ulisesbocchio/jasypt-spring-boot,https://github.com/ulisesbocchio/jasypt-spring-boot,2015-05-27T14:00:55Z,2402,10,2649,5.0,5.0,0.0
yqritc/RecyclerView-FlexibleDivider,https://github.com/yqritc/RecyclerView-FlexibleDivider,2015-01-15T15:09:34Z,2401,15,1121,2.0,4.0,1.0
classgraph/classgraph,https://github.com/classgraph/classgraph,2014-08-17T20:46:57Z,2396,400,27509,2.0,22.0,0.0
apache/flume,https://github.com/apache/flume,2011-08-12T18:20:14Z,2394,0,86559,3.0,18.0,0.0
xmuSistone/CardSlidePanel,https://github.com/xmuSistone/CardSlidePanel,2015-11-29T11:03:52Z,2391,0,845,3.0,4.0,0.0
Netflix/archaius,https://github.com/Netflix/archaius,2012-05-11T00:07:05Z,2390,47,8851,2.0,4.0,0.0
caoxinyu/RedisClient,https://github.com/caoxinyu/RedisClient,2014-05-13T09:30:23Z,2373,4,13418,3.0,5.0,0.0
syncthing/syncthing-android,https://github.com/syncthing/syncthing-android,2014-02-22T17:15:19Z,2373,293,8754,3.0,6.0,0.0
AnySoftKeyboard/AnySoftKeyboard,https://github.com/AnySoftKeyboard/AnySoftKeyboard,2012-04-18T12:38:01Z,2367,44,50867,5.0,25.0,1.0
ukanth/afwall,https://github.com/ukanth/afwall,2012-10-27T13:20:30Z,2362,50,24830,3.0,6.0,0.0
http-kit/http-kit,https://github.com/http-kit/http-kit,2012-03-13T00:51:18Z,2355,28,6631,2.0,6.0,0.0
alibaba/TProfiler,https://github.com/alibaba/TProfiler,2012-04-17T03:46:16Z,2347,0,2339,2.0,4.0,2.0
balysv/material-ripple,https://github.com/balysv/material-ripple,2014-09-16T20:54:56Z,2346,3,988,3.0,3.0,1.0
eclipsesource/J2V8,https://github.com/eclipsesource/J2V8,2014-08-03T17:29:54Z,2344,0,20876,3.0,6.0,0.0
xerial/sqlite-jdbc,https://github.com/xerial/sqlite-jdbc,2014-08-06T14:01:00Z,2336,16,15600,2.0,6.0,0.0
elevenetc/TextSurface,https://github.com/elevenetc/TextSurface,2015-10-13T00:21:46Z,2335,2,2023,3.0,3.0,0.0
Frank-Zhu/PullZoomView,https://github.com/Frank-Zhu/PullZoomView,2014-09-04T11:48:46Z,2333,0,1590,2.0,4.0,0.0
igniterealtime/Smack,https://github.com/igniterealtime/Smack,2014-02-03T11:36:51Z,2322,0,119845,4.0,71.0,0.0
qiujuer/Genius-Android,https://github.com/qiujuer/Genius-Android,2014-07-10T08:32:51Z,2322,16,9476,2.0,5.0,0.0
pilgr/Paper,https://github.com/pilgr/Paper,2015-06-11T20:55:15Z,2321,10,1957,2.0,8.0,0.0
Diolor/Swipecards,https://github.com/Diolor/Swipecards,2014-08-06T10:15:32Z,2320,0,685,2.0,4.0,10.0
bytedeco/javacpp-presets,https://github.com/bytedeco/javacpp-presets,2014-04-21T13:19:55Z,2318,9,589055,8.0,62.0,45.0
vikramkakkar/SublimePicker,https://github.com/vikramkakkar/SublimePicker,2015-05-24T14:51:50Z,2318,0,11276,3.0,18.0,0.0
assertj/assertj,https://github.com/assertj/assertj,2013-03-14T16:18:49Z,2317,0,143101,3.0,26.0,1.0
googlemaps/android-samples,https://github.com/googlemaps/android-samples,2015-04-22T02:35:21Z,2315,12,9307,7.0,4.0,0.0
deeplearning4j/deeplearning4j-examples,https://github.com/deeplearning4j/deeplearning4j-examples,2015-08-24T15:17:43Z,2315,0,18859,7.0,6.0,0.0
delight-im/Android-AdvancedWebView,https://github.com/delight-im/Android-AdvancedWebView,2015-01-08T01:33:59Z,2314,0,1534,5.0,2.0,6.0
spring-projects/spring-batch,https://github.com/spring-projects/spring-batch,2010-11-17T17:53:45Z,2311,32,95699,3.0,6.0,0.0
alexvasilkov/GestureViews,https://github.com/alexvasilkov/GestureViews,2014-05-30T08:42:26Z,2309,16,8267,4.0,5.0,0.0
LuckyJayce/LargeImage,https://github.com/LuckyJayce/LargeImage,2015-10-25T09:43:14Z,2306,5,3454,3.0,7.0,0.0
GCX-HCI/tray,https://github.com/GCX-HCI/tray,2015-02-05T13:39:50Z,2304,8,4605,2.0,5.0,0.0
code-mc/material-icon-lib,https://github.com/code-mc/material-icon-lib,2015-07-19T12:10:11Z,2289,12,777,9.5,5.0,9.0
H07000223/FlycoDialog_Master,https://github.com/H07000223/FlycoDialog_Master,2015-08-30T11:10:15Z,2287,3,3727,3.0,7.0,0.0
akexorcist/RoundCornerProgressBar,https://github.com/akexorcist/RoundCornerProgressBar,2015-01-01T11:10:21Z,2276,11,1811,2.0,6.0,3.0
Bukkit/Bukkit,https://github.com/Bukkit/Bukkit,2011-01-02T23:47:25Z,2262,0,27901,3.0,5.0,3.0
DeemOpen/zkui,https://github.com/DeemOpen/zkui,2014-05-22T06:15:53Z,2256,0,1311,7.0,2.0,0.0
huaban/jieba-analysis,https://github.com/huaban/jieba-analysis,2013-08-06T02:57:02Z,2256,0,1007,2.0,2.0,1.0
hierynomus/sshj,https://github.com/hierynomus/sshj,2010-02-27T14:34:40Z,2256,0,19724,3.0,6.0,1.0
linkedin/rest.li,https://github.com/linkedin/rest.li,2012-11-30T19:37:51Z,2253,1,262811,4.0,159.0,1.0
openzipkin/brave,https://github.com/openzipkin/brave,2013-04-07T15:48:18Z,2253,80,59654,4.5,14.0,0.0
rsocket/rsocket-java,https://github.com/rsocket/rsocket-java,2015-07-08T04:36:42Z,2247,85,41059,5.0,17.0,1.0
google/jimfs,https://github.com/google/jimfs,2013-10-21T14:39:27Z,2246,7,16396,3.0,4.0,0.0
Yalantis/Euclid,https://github.com/Yalantis/Euclid,2015-03-13T10:02:11Z,2245,0,449,1.0,3.0,0.0
skyfishjy/android-ripple-background,https://github.com/skyfishjy/android-ripple-background,2014-11-07T03:52:06Z,2243,0,174,3.0,3.0,0.0
addthis/stream-lib,https://github.com/addthis/stream-lib,2011-03-15T18:41:27Z,2242,0,8481,3.0,6.0,3.0
pac4j/pac4j,https://github.com/pac4j/pac4j,2012-01-28T17:04:12Z,2240,0,35960,6.0,7.0,1.0
drewnoakes/metadata-extractor,https://github.com/drewnoakes/metadata-extractor,2014-11-19T00:13:55Z,2237,33,30920,4.0,5.0,3.0
Rajawali/Rajawali,https://github.com/Rajawali/Rajawali,2011-07-07T10:29:45Z,2234,8,52047,4.0,46.0,1.0
logfellow/logstash-logback-encoder,https://github.com/logfellow/logstash-logback-encoder,2013-03-04T16:19:08Z,2234,29,16435,3.5,7.0,0.0
plattysoft/Leonids,https://github.com/plattysoft/Leonids,2013-10-23T13:23:27Z,2232,6,963,4.5,2.0,1.0
markushi/android-ui,https://github.com/markushi/android-ui,2014-09-21T10:23:53Z,2230,0,673,2.0,3.0,1.0
hidroh/materialistic,https://github.com/hidroh/materialistic,2015-01-22T04:03:54Z,2228,15,15201,5.0,8.0,1.0
soarcn/BottomSheet,https://github.com/soarcn/BottomSheet,2014-09-22T08:14:19Z,2228,0,2051,2.0,3.0,0.0
h2oai/h2o-2,https://github.com/h2oai/h2o-2,2013-02-06T03:09:38Z,2223,0,119202,4.0,86.0,1.0
bonigarcia/webdrivermanager,https://github.com/bonigarcia/webdrivermanager,2015-03-15T19:52:36Z,2221,39,7706,5.0,4.0,0.0
theDazzler/droidicon,https://github.com/theDazzler/droidicon,2014-11-16T09:59:39Z,2214,0,2868,3.0,3.0,10.0
rmtheis/android-ocr,https://github.com/rmtheis/android-ocr,2011-10-22T03:22:33Z,2204,0,4416,5.0,3.0,0.0
Naoki2015/CircleDemo,https://github.com/Naoki2015/CircleDemo,2015-12-31T04:02:59Z,2204,0,5858,2.0,6.0,0.0
zeromq/jeromq,https://github.com/zeromq/jeromq,2012-08-01T09:28:37Z,2190,0,49568,4.0,13.0,0.0
anjlab/android-inapp-billing-v3,https://github.com/anjlab/android-inapp-billing-v3,2013-09-10T10:04:16Z,2189,41,1705,3.0,3.0,1.0
zhanghai/MaterialProgressBar,https://github.com/zhanghai/MaterialProgressBar,2015-06-06T14:31:56Z,2189,16,3205,6.0,6.0,1.0
apache/geode,https://github.com/apache/geode,2015-04-30T07:00:05Z,2187,26,1228724,3.0,24.0,0.0
Prototik/HoloEverywhere,https://github.com/Prototik/HoloEverywhere,2012-03-05T12:37:20Z,2183,2,55556,4.0,17.0,1.0
konsoletyper/teavm,https://github.com/konsoletyper/teavm,2013-09-23T20:04:15Z,2183,11,268594,3.0,48.0,1.0
lealone/Lealone,https://github.com/lealone/Lealone,2013-01-08T13:57:08Z,2178,3,89950,5.0,9.0,3.0
avast/android-styled-dialogs,https://github.com/avast/android-styled-dialogs,2013-05-25T07:35:52Z,2168,8,2017,3.0,4.0,0.0
square/mortar,https://github.com/square/mortar,2013-11-09T00:01:50Z,2168,0,4316,3.0,4.0,0.0
jenkinsci/kubernetes-plugin,https://github.com/jenkinsci/kubernetes-plugin,2015-02-16T09:02:22Z,2168,129,13921,6.0,15.0,0.0
spring-projects/spring-integration-samples,https://github.com/spring-projects/spring-integration-samples,2011-08-10T04:40:02Z,2168,0,7419,4.0,4.0,0.0
xfumihiro/ViewInspector,https://github.com/xfumihiro/ViewInspector,2015-10-18T11:38:36Z,2160,0,2621,4.0,3.0,0.0
android-cjj/BeautifulRefreshLayout,https://github.com/android-cjj/BeautifulRefreshLayout,2015-08-05T10:02:40Z,2160,0,1105,2.0,3.0,0.0
jgilfelt/android-sqlite-asset-helper,https://github.com/jgilfelt/android-sqlite-asset-helper,2011-12-06T18:41:57Z,2157,2,442,5.0,3.0,1.0
zhangkaitao/es,https://github.com/zhangkaitao/es,2013-01-12T12:57:51Z,2156,0,20044,5.0,8.0,1.0
gitblit-org/gitblit,https://github.com/gitblit-org/gitblit,2011-06-22T19:54:49Z,2153,7,86568,3.0,37.0,0.0
l123456789jy/Lazy,https://github.com/l123456789jy/Lazy,2015-12-24T10:01:17Z,2153,0,11800,2.0,4.0,3.0
stormzhang/9GAG,https://github.com/stormzhang/9GAG,2014-04-16T04:47:23Z,2147,1,4278,3.0,5.0,0.0
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections,2015-11-24T16:22:48Z,2145,18,203168,3.0,64.0,0.0
buchen/portfolio,https://github.com/buchen/portfolio,2012-03-24T09:43:08Z,2145,172,209557,4.0,17.0,1.0
FasterXML/jackson-core,https://github.com/FasterXML/jackson-core,2011-12-23T02:00:51Z,2144,0,51186,4.0,9.0,4.0
nitaliano/react-native-mapbox-gl,https://github.com/nitaliano/react-native-mapbox-gl,2015-04-26T20:08:07Z,2143,30,9168,2.0,4.0,1.0
Netflix/curator,https://github.com/Netflix/curator,2011-07-14T19:47:55Z,2137,0,1201,0.0,2.0,0.0
mcharmas/android-parcelable-intellij-plugin,https://github.com/mcharmas/android-parcelable-intellij-plugin,2013-01-31T12:54:18Z,2135,6,1584,2.5,4.0,1.0
apache/activemq,https://github.com/apache/activemq,2009-05-21T01:33:45Z,2132,0,417518,3.0,17.0,1.0
AndroidKnife/RxBus,https://github.com/AndroidKnife/RxBus,2015-11-25T10:36:57Z,2129,0,2380,1.0,5.0,0.0
avjinder/Minimal-Todo,https://github.com/avjinder/Minimal-Todo,2015-09-07T16:41:11Z,2125,1,2080,4.0,3.0,3.0
android-cjj/Android-MaterialRefreshLayout,https://github.com/android-cjj/Android-MaterialRefreshLayout,2015-09-09T08:57:17Z,2121,0,3290,1.0,4.0,1.0
searchbox-io/Jest,https://github.com/searchbox-io/Jest,2012-05-21T13:37:50Z,2120,0,17784,4.0,16.0,1.0
apilayer/restcountries,https://github.com/apilayer/restcountries,2013-10-09T18:33:15Z,2120,19,1345,3.0,2.0,2.0
ethereum/ethereumj,https://github.com/ethereum/ethereumj,2014-05-13T07:50:14Z,2120,38,74226,4.0,32.0,1.0
apache/gobblin,https://github.com/apache/gobblin,2014-12-01T18:10:50Z,2118,7,220594,4.0,22.0,0.0
zcweng/ToggleButton,https://github.com/zcweng/ToggleButton,2014-08-31T14:26:05Z,2115,0,227,2.0,2.0,0.0
mcharmas/Android-ReactiveLocation,https://github.com/mcharmas/Android-ReactiveLocation,2014-01-28T15:37:47Z,2110,0,2055,3.0,4.0,0.0
AnderWeb/discreteSeekBar,https://github.com/AnderWeb/discreteSeekBar,2014-11-28T18:11:22Z,2108,0,1757,3.5,4.0,1.0
Aspsine/SwipeToLoadLayout,https://github.com/Aspsine/SwipeToLoadLayout,2015-09-02T02:45:40Z,2107,5,5292,2.0,7.0,0.0
modelmapper/modelmapper,https://github.com/modelmapper/modelmapper,2010-10-24T21:46:09Z,2105,0,43570,1.0,10.0,0.0
sarxos/webcam-capture,https://github.com/sarxos/webcam-capture,2012-05-25T20:26:28Z,2104,11,18658,3.0,13.0,0.0
chrisbanes/philm,https://github.com/chrisbanes/philm,2014-06-18T16:08:18Z,2101,0,15400,4.0,30.0,1.0
qos-ch/slf4j,https://github.com/qos-ch/slf4j,2009-08-20T16:25:49Z,2099,0,12012,3.0,6.0,1.0
twitter-archive/commons,https://github.com/twitter-archive/commons,2011-03-01T00:10:02Z,2096,0,43260,2.0,13.0,0.0
spotify/helios,https://github.com/spotify/helios,2014-05-26T02:29:06Z,2092,423,37442,4.0,5.0,0.0
jeecgboot/jeecg,https://github.com/jeecgboot/jeecg,2013-01-01T05:35:43Z,2088,0,67540,5.0,4.0,10.0
moquette-io/moquette,https://github.com/moquette-io/moquette,2014-09-30T20:14:41Z,2088,8,12282,4.0,4.0,0.0
lendylongli/qianghongbao,https://github.com/lendylongli/qianghongbao,2015-02-20T03:24:57Z,2086,0,1825,3.0,6.0,0.0
cymcsg/UltimateAndroid,https://github.com/cymcsg/UltimateAndroid,2014-06-10T01:42:20Z,2086,0,170154,3.0,8.0,0.0
mthli/Knife,https://github.com/mthli/Knife,2015-12-09T01:53:30Z,2085,2,1395,2.0,2.0,0.0
tvbarthel/BlurDialogFragment,https://github.com/tvbarthel/BlurDialogFragment,2014-08-09T17:15:04Z,2077,3,1045,4.5,3.0,3.0
google/santa-tracker-android,https://github.com/google/santa-tracker-android,2015-03-23T23:58:50Z,2077,4,24555,2.0,6.0,0.0
Telegram-FOSS-Team/Telegram-FOSS,https://github.com/Telegram-FOSS-Team/Telegram-FOSS,2014-02-20T10:53:44Z,2074,59,1118978,3.0,1510.0,0.0
reark/reark,https://github.com/reark/reark,2013-12-28T12:09:31Z,2070,1,4154,6.0,3.0,0.0
zzz40500/AndroidSweetSheet,https://github.com/zzz40500/AndroidSweetSheet,2015-08-06T19:57:03Z,2070,1,1996,2.0,2.0,0.0
confluentinc/kafka-rest,https://github.com/confluentinc/kafka-rest,2014-11-19T17:34:24Z,2066,0,25310,6.0,34.0,1.0
siwangqishiq/ImageEditor-Android,https://github.com/siwangqishiq/ImageEditor-Android,2015-08-10T03:09:30Z,2065,0,6654,3.0,6.0,0.5
androidquery/androidquery,https://github.com/androidquery/androidquery,2011-09-09T17:00:40Z,2058,1,13672,3.0,5.0,0.0
baoyongzhang/android-PullRefreshLayout,https://github.com/baoyongzhang/android-PullRefreshLayout,2014-11-01T09:50:10Z,2058,0,2200,2.0,6.0,0.0
HdrHistogram/HdrHistogram,https://github.com/HdrHistogram/HdrHistogram,2012-09-11T00:14:02Z,2057,1,11157,3.0,17.0,0.0
fossasia/open-event-droidgen,https://github.com/fossasia/open-event-droidgen,2015-05-08T09:04:11Z,2051,12,10438,6.0,4.0,0.0
Froussios/Intro-To-RxJava,https://github.com/Froussios/Intro-To-RxJava,2015-03-27T14:08:35Z,2048,0,5304,3.0,2.0,3.0
toolbox4minecraft/amidst,https://github.com/toolbox4minecraft/amidst,2015-12-30T19:32:21Z,2045,31,19674,4.0,5.0,1.0
M66B/XPrivacy,https://github.com/M66B/XPrivacy,2013-05-26T14:08:37Z,2045,168,23265,3.0,18.0,0.0
find-sec-bugs/find-sec-bugs,https://github.com/find-sec-bugs/find-sec-bugs,2012-05-17T04:07:57Z,2043,18,25531,2.0,8.0,0.0
apache/mahout,https://github.com/apache/mahout,2014-05-23T07:00:07Z,2043,0,95422,4.0,17.0,0.0
speedment/speedment,https://github.com/speedment/speedment,2015-01-19T16:41:52Z,2043,68,136189,4.0,52.0,1.0
bonnyfone/vectalign,https://github.com/bonnyfone/vectalign,2015-09-03T21:32:10Z,2041,0,2587,1.0,6.0,0.0
amaembo/streamex,https://github.com/amaembo/streamex,2015-04-10T17:02:32Z,2034,2,19723,4.0,22.0,0.0
ApmeM/android-flowlayout,https://github.com/ApmeM/android-flowlayout,2011-09-10T17:30:54Z,2033,0,1880,6.5,3.0,0.0
hamcrest/JavaHamcrest,https://github.com/hamcrest/JavaHamcrest,2012-04-01T19:38:04Z,2032,7,6350,4.0,7.0,1.0
shyiko/mysql-binlog-connector-java,https://github.com/shyiko/mysql-binlog-connector-java,2013-07-11T15:05:22Z,2031,16,8523,1.0,5.0,0.0
Jude95/EasyRecyclerView,https://github.com/Jude95/EasyRecyclerView,2015-07-18T13:11:48Z,2028,0,4666,2.0,4.0,0.0
connectbot/connectbot,https://github.com/connectbot/connectbot,2009-02-06T17:52:35Z,2025,522,17425,3.0,7.0,0.0
hekailiang/squirrel,https://github.com/hekailiang/squirrel,2013-03-31T02:24:18Z,2021,0,14446,3.0,16.0,0.0
DozerMapper/dozer,https://github.com/DozerMapper/dozer,2012-01-23T21:11:58Z,2011,9,34226,2.0,18.0,0.0
qiujiayu/AutoLoadCache,https://github.com/qiujiayu/AutoLoadCache,2015-02-27T06:18:19Z,2009,19,8510,5.0,3.0,0.0
KieronQuinn/PersistentSearch,https://github.com/KieronQuinn/PersistentSearch,2015-03-05T20:27:33Z,2002,0,2410,2.0,4.0,0.0
JorgeCastilloPrz/AndroidFillableLoaders,https://github.com/JorgeCastilloPrz/AndroidFillableLoaders,2015-08-13T13:34:29Z,1996,0,1265,2.0,2.0,0.0
scottyab/rootbeer,https://github.com/scottyab/rootbeer,2015-06-19T09:01:55Z,1990,3,465,1.0,1.0,15.5
romainpiel/Shimmer-android,https://github.com/romainpiel/Shimmer-android,2014-03-06T16:54:23Z,1990,0,460,3.5,2.0,0.0
Athou/commafeed,https://github.com/Athou/commafeed,2013-03-20T19:32:09Z,1989,8,6367,6.0,4.0,0.0
